url,category
https://www.cam.ac.uk,education
https://www.academy.edu,education
https://www.learndash.com,education
https://www.purdue.edu,education
https://www.npr.org/education,education
https://www.fiverr.com,education
https://www.wolframalpha.com,education
https://www.codecademy.com,education
https://www.teachable.com,education
https://www.youth.gov,education
https://www.foodnetwork.com,food & drink
https://www.bonappetit.com,food & drink
https://www.delish.com,food & drink
https://www.epicurious.com,food & drink
https://www.allrecipes.com,food & drink
https://www.cookinglight.com,food & drink
https://www.tastespotting.com,food & drink
https://www.seriouseats.com,food & drink
https://www.smittenkitchen.com,food & drink
https://www.cookingchannel.com,food & drink
https://www.recipetineats.com,food & drink
https://www.bbcgoodfood.com,food & drink
https://www.gourmettraveller.com.au,food & drink
https://www.saveur.com,food & drink
https://www.marthastewart.com/food,food & drink
https://www.thekitchn.com,food & drink
https://www.eatthis.com,food & drink
https://www.food52.com,food & drink
https://www.finecooking.com,food & drink
https://www.chefsteps.com,food & drink
https://www.americastestkitchen.com,food & drink
https://www.seriouseats.com,food & drink
https://www.nigella.com,food & drink
https://www.cookingclassy.com,food & drink
https://www.kraftrecipes.com,food & drink
https://www.foodandwine.com,food & drink
https://www.cooksillustrated.com,food & drink
https://www.30daygourmet.com,food & drink
https://www.tablespoon.com,food & drink
https://www.ouichefnetwork.com,food & drink
https://www.cnn.com,news
https://www.bbc.com,news
https://www.reuters.com,news
https://www.nytimes.com,news
https://www.theguardian.com,news
https://www.forbes.com,news
https://www.wsj.com,news
https://www.nbcnews.com,news
https://www.aljazeera.com,news
https://www.usa.today,news
https://www.washingtonpost.com,news
https://www.bloomberg.com,news
https://www.huffpost.com,news
https://www.bbc.co.uk,news
https://www.newsweek.com,news
https://www.theverge.com,news
https://www.axios.com,news
https://www.cbsnews.com,news
https://www.npr.org,news
https://www.salon.com,news
https://www.ndtv.com,news
https://www.hindustantimes.com,news
https://www.timesofindia.indiatimes.com,news
https://www.thehindu.com,news
https://www.moneycontrol.com,news
https://www.indiatoday.in,news
https://www.firstpost.com,news
https://www.dnaindia.com,news
https://www.thewire.in,news
https://www.news18.com,news
https://www.rediff.com,news
https://www.espn.com,sports
https://www.sports.yahoo.com,sports
https://www.foxsports.com,sports
https://www.cbssports.com,sports
https://www.nbcsports.com,sports
https://www.skysports.com,sports
https://www.bbc.com/sport,sports
https://www.sportsillustrated.com,sports
https://www.theathletic.com,sports
https://www.mlb.com,sports
https://www.nba.com,sports
https://www.nfl.com,sports
https://www.nhl.com,sports
https://www.uefa.com,sports
https://www.fifa.com,sports
https://www.tsn.ca,sports
https://www.cricbuzz.com,sports
https://www.wwe.com,sports
https://www.laliga.com,sports
https://www.motorsport.com,sports
https://www.cricket.com,sports
https://www.basketball-reference.com,sports
https://www.pro-football-reference.com,sports
https://www.soccerway.com,sports
https://www.golf.com,sports
https://www.tennis.com,sports
https://www.formula1.com,sports
https://www.bleacherreport.com,sports
https://www.nbcsports.com.au,sports



